record_id,report_date,campaign_id,campaign_name,campaign_objective,campaign_status,channel,platform,ad_format,product_family,product_name,region,country,city,device_type,audience_segment,planned_budget_usd,ad_spend_usd,creative_cost_usd,agency_cost_usd,marketing_tools_cost_usd,impressions,reach,video_views,engagements,clicks,landing_page_sessions,leads,add_to_cart,conversions,new_customers,returning_customers,units_sold,attributed_revenue_usd,email_sent,email_delivered,email_opens,email_clicks,unsubscribes,currency_code,source_system,source_file_name,batch_id,ingestion_timestamp
REC0024807,2026-04-04,CMP0070,Mac Product Launch 2025 Wave 70,Product Launch,Completed,Email Marketing,Internal Email Platform,Email Newsletter,Mac,MacBook Air,Asia Pacific,South Korea,Seoul,Mobile,Young Professionals,143.55,162.91,7.88,8.04,6.02,82538,61901,0,3693,2479,1740,102,193,0,0,0,0,0.0,111240,106272,42074,2479,301,USD,Email Marketing Platform,email_marketing_platform_20260404.csv,BATCH-EMAI-20260404-03,2026-04-05 04:53:00
REC0033722,2024-12-12,CMP0095,Apple TV+ Upsell 2024 Wave 95,Upsell,Completed,Instagram,Meta Ads Manager,Static Image,Apple TV+,Apple TV+ Subscription,North America,United States,Seattle,Mobile,Business Users,57.8,53.27,2.77,5.78,1.86,6649,5461,0,184,133,115,5,12,3,2,1,3,29.16,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20241212.csv,BATCH-META-20241212-02,2024-12-13 04:00:00
REC0020681,2025-04-13,CMP0059,Apple Fitness+ Online Sales 2025 Wave 59,Online Sales,Completed,Influencer Marketing,Affiliate Network,Short Video,Apple Fitness+,Apple Fitness+ Subscription,North America,Canada,Montreal,Mobile,High-Value Customers,104.19,95.94,5.25,7.87,2.26,9069,7249,3814,421,266,226,13,16,0,0,0,0,0.0,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250413.csv,BATCH-AFFI-20250413-02,2025-04-14 01:34:00
REC0005181,2024-11-29,CMP0015,Apple Arcade Service Subscription 2024 Wave 15,Service Subscription,Completed,TikTok,TikTok Ads,Sponsored Post,Apple Arcade,Apple Arcade Subscription,Asia Pacific,India,Hyderabad,Mobile,Students,95.44,107.55,7.43,11.94,3.98,14889,12619,0,589,308,227,6,9,2,1,1,2,9.95,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20241129.csv,BATCH-ECOM-20241129-03,2024-11-30 04:32:00
REC0033628,2024-09-09,CMP0095,Apple TV+ Upsell 2024 Wave 95,Upsell,Completed,Instagram,Meta Ads Manager,Static Image,Apple TV+,Apple TV+ Subscription,North America,United States,Seattle,Desktop,Business Users,62.27,61.25,4.76,6.94,2.29,7352,5889,0,493,192,172,12,17,0,0,0,0,0.0,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20240909.csv,BATCH-META-20240909-01,2024-09-10 01:05:00
REC0007047,2025-11-01,CMP0020,AppleCare+ Service Subscription 2025 Wave 20,Service Subscription,Completed,Google Display,Google Ads,Static Image,AppleCare+,AppleCare+ Protection,Asia Pacific,India,Mumbai,Mobile,Existing Customers,213.01,216.54,14.03,18.35,7.14,45357,32192,0,1064,581,480,36,16,5,1,4,5,539.45,0,0,0,0,0,USD,Google Ads API,google_ads_api_20251101.csv,BATCH-GOOG-20251101-03,2025-11-02 02:13:00
REC0008727,2026-04-27,CMP0025,iPhone Customer Acquisition 2025 Wave 25,Customer Acquisition,Completed,Google Search,Google Ads,Search Ad,iPhone,iPhone Standard,Asia Pacific,South Korea,Seoul,Mobile,Premium Customers,160.85,166.19,14.3,17.99,6.23,10590,7389,0,1367,516,430,9,33,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20260427.csv,BATCH-GOOG-20260427-03,2026-04-28 04:10:00
REC0007853,2025-03-13,CMP0023,iPhone Brand Awareness 2024 Wave 23,Brand Awareness,Completed,LinkedIn,LinkedIn Campaign Manager,Sponsored Post,iPhone,iPhone Standard,North America,United States,Chicago,Connected TV,Existing Customers,126.68,232.64,14.74,11.37,7.17,9269,8232,0,193,97,70,2,4,2,2,0,2,1602.2,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20250313.csv,BATCH-ECOM-20250313-02,2025-03-14 02:48:00
REC0001286,2025-12-05,CMP0004,iPad Online Sales 2025 Wave 04,Online Sales,Completed,Organic Social,Internal Email Platform,Short Video,iPad,iPad Air,North America,United States,Seattle,Mobile,Existing Customers,38.2,43.43,2.34,2.36,0.56,30054,26384,16398,2090,1146,956,30,65,1,0,1,1,583.46,0,0,0,0,0,USD,CRM Export,crm_export_20251205.csv,BATCH-CRME-20251205-02,2025-12-06 02:16:00
REC0006019,2025-07-30,CMP0017,Accessories Product Launch 2025 Wave 17,Product Launch,Cancelled,Google Display,Google Ads,Static Image,Accessories,Charging Accessories,Asia Pacific,Singapore,Singapore,Mobile,Business Users,536.49,642.62,51.62,36.72,14.82,115144,76192,0,2368,983,692,51,40,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250730.csv,BATCH-GOOG-20250730-01,2025-07-31 02:34:00
REC0021717,2025-06-28,CMP0062,Mac Website Traffic 2025 Wave 62,Website Traffic,Completed,Influencer Marketing,Affiliate Network,Sponsored Post,Mac,MacBook Air,Asia Pacific,South Korea,Incheon,Mobile,Existing Customers,177.16,189.23,8.74,18.24,4.18,17211,15408,0,711,283,235,15,10,0,0,0,0,0.0,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250628.csv,BATCH-AFFI-20250628-03,2025-06-29 05:31:00
REC0026421,2024-12-19,CMP0075,Mac Product Launch 2024 Wave 75,Product Launch,Completed,TikTok,TikTok Ads,Short Video,Mac,MacBook Pro,Asia Pacific,India,Chennai,Mobile,High-Value Customers,650.52,791.75,63.33,66.43,28.34,97272,70101,68638,4046,1771,1279,68,61,0,0,0,0,0.0,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20241219.csv,BATCH-ECOM-20241219-03,2024-12-20 03:29:00
REC0033898,2025-06-06,CMP0095,Apple TV+ Upsell 2024 Wave 95,Upsell,Completed,Instagram,Meta Ads Manager,Static Image,Apple TV+,Apple TV+ Subscription,North America,United States,Seattle,Mobile,Business Users,41.92,46.24,2.62,2.35,0.84,4761,4107,0,149,101,73,2,3,0,0,0,0,0.0,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20250606.csv,BATCH-META-20250606-01,2025-06-07 05:31:00
REC0015844,2025-04-01,CMP0045,Apple Music App Engagement 2024 Wave 45,App Engagement,Active,Google Search,Google Ads,Search Ad,Apple Music,Apple Music Family,Asia Pacific,Australia,Melbourne,Mobile,Price-Sensitive Customers,80.93,233.15,20.26,25.13,8.14,11731,9872,0,535,381,283,21,13,4,3,1,4,46.17,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250401.csv,BATCH-GOOG-20250401-01,2025-04-02 01:52:00
REC0004100,2025-05-05,CMP0012,iPhone Customer Acquisition 2025 Wave 12,Customer Acquisition,Active,X,Affiliate Network,Static Image,iPhone,iPhone Standard,Asia Pacific,Japan,Tokyo,Mobile,Premium Customers,96.37,102.79,4.85,6.38,1.24,13127,11624,0,326,150,130,5,7,1,1,0,1,879.91,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250505.csv,BATCH-AFFI-20250505-02,2025-05-06 01:34:00
REC0014705,2025-04-17,CMP0042,Mac Website Traffic 2024 Wave 42,Website Traffic,Active,X,Affiliate Network,Static Image,Mac,MacBook Pro,Asia Pacific,Japan,Osaka,Mobile,Creative Professionals,94.75,94.83,7.61,7.61,3.41,15693,11627,0,340,235,177,11,8,2,2,0,2,3909.3,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250417.csv,BATCH-AFFI-20250417-02,2025-04-18 03:50:00
REC0028307,2025-11-16,CMP0080,AppleCare+ Customer Retention 2025 Wave 80,Customer Retention,Completed,Email Marketing,Internal Email Platform,Promotional Email,AppleCare+,AppleCare+ Protection,Asia Pacific,Singapore,Singapore,Mobile,Price-Sensitive Customers,33.16,35.34,1.45,1.72,0.62,12930,9924,0,1137,503,381,26,15,2,1,1,2,307.89,17106,16261,8009,503,6,USD,Email Marketing Platform,email_marketing_platform_20251116.csv,BATCH-EMAI-20251116-02,2025-11-17 01:49:00
REC0007132,2025-06-11,CMP0021,AirPods Lead Generation 2025 Wave 21,Lead Generation,Active,Apple Search Ads,Apple Search Ads,Search Ad,AirPods,AirPods,North America,Canada,Vancouver,Desktop,High-Value Customers,161.8,150.64,11.9,8.76,4.63,9966,8318,0,1088,580,516,124,50,0,0,0,0,0.0,0,0,0,0,0,USD,Apple Search Ads API,apple_search_ads_api_20250611.csv,BATCH-APPL-20250611-01,2025-06-12 03:55:00
REC0033833,2025-04-02,CMP0095,Apple TV+ Upsell 2024 Wave 95,Upsell,Completed,Instagram,Meta Ads Manager,Static Image,Apple TV+,Apple TV+ Subscription,North America,United States,Seattle,Mobile,Business Users,42.35,43.42,3.88,2.55,1.56,6991,5073,0,409,159,134,6,8,3,2,1,3,30.44,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20250402.csv,BATCH-META-20250402-02,2025-04-03 03:59:00
REC0023022,2024-08-27,CMP0066,Apple Music Service Subscription 2024 Wave 66,Service Subscription,Completed,YouTube,YouTube Ads,Short Video,Apple Music,Apple Music Family,Europe,Spain,Valencia,Desktop,Creative Professionals,129.28,144.17,7.82,10.87,4.99,13954,9881,6010,627,233,172,4,13,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20240827.csv,BATCH-GOOG-20240827-03,2024-08-28 04:50:00
REC0020714,2025-05-16,CMP0059,Apple Fitness+ Online Sales 2025 Wave 59,Online Sales,Completed,Influencer Marketing,Affiliate Network,Short Video,Apple Fitness+,Apple Fitness+ Subscription,North America,Canada,Montreal,Mobile,High-Value Customers,83.72,82.1,4.61,5.05,2.96,7492,5587,4678,185,107,91,4,9,1,1,0,1,9.57,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250516.csv,BATCH-AFFI-20250516-02,2025-05-17 03:28:00
REC0022412,2025-04-12,CMP0064,Apple Music Cross-Sell 2024 Wave 64,Cross-Sell,Completed,Affiliate Marketing,Affiliate Network,Display Banner,Apple Music,Apple Music Individual,Asia Pacific,South Korea,Seoul,Mobile,Young Professionals,16.0,18.33,0.92,1.91,0.23,1933,1204,0,146,56,46,1,2,1,1,0,1,10.54,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250412.csv,BATCH-AFFI-20250412-02,2025-04-13 02:38:00
REC0024986,2025-04-11,CMP0071,Apple Music Customer Retention 2024 Wave 71,Customer Retention,Active,Facebook,Meta Ads Manager,Static Image,Apple Music,Apple Music Individual,Asia Pacific,India,Bengaluru,Mobile,Existing Customers,37.72,43.8,2.65,4.82,1.26,5402,3669,0,143,106,81,3,5,0,0,0,0,0.0,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20250411.csv,BATCH-META-20250411-02,2025-04-12 04:47:00
REC0007005,2025-09-20,CMP0020,AppleCare+ Service Subscription 2025 Wave 20,Service Subscription,Completed,Google Display,Google Ads,Static Image,AppleCare+,AppleCare+ Protection,Asia Pacific,India,Mumbai,Desktop,Existing Customers,210.29,194.37,16.8,17.73,6.91,28512,20062,0,559,300,214,11,16,2,1,1,3,117.6,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250920.csv,BATCH-GOOG-20250920-03,2025-09-21 03:26:00
REC0004768,2025-10-31,CMP0013,Apple Watch Website Traffic 2024 Wave 13,Website Traffic,Completed,LinkedIn,LinkedIn Campaign Manager,Sponsored Post,Apple Watch,Apple Watch,North America,United States,New York,Mobile,Existing Customers,125.95,426.18,27.65,35.96,6.85,19713,16722,0,496,238,176,10,9,4,3,1,5,2029.42,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20251031.csv,BATCH-ECOM-20251031-01,2025-11-01 05:45:00
REC0032166,2025-02-15,CMP0091,Accessories Customer Acquisition 2024 Wave 91,Customer Acquisition,Completed,Facebook,Meta Ads Manager,Static Image,Accessories,Cases and Covers,Latin America,Brazil,Rio de Janeiro,Mobile,Business Users,151.71,164.15,6.63,15.49,3.14,22212,17155,0,972,427,382,18,22,2,2,0,2,98.04,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20250215.csv,BATCH-META-20250215-03,2025-02-16 01:30:00
REC0005946,2025-05-18,CMP0017,Accessories Product Launch 2025 Wave 17,Product Launch,Cancelled,Google Display,Google Ads,Static Image,Accessories,Charging Accessories,Asia Pacific,Singapore,Singapore,Mobile,Unknown,420.19,397.47,33.2,34.1,9.67,85872,60256,0,876,551,425,21,36,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250518.csv,BATCH-GOOG-20250518-03,2025-05-19 01:00:00
REC0005588,2025-08-21,CMP0016,Mac Website Traffic 2025 Wave 16,Website Traffic,Completed,Retail Promotion,Retail Partner,Retail Display,Mac,MacBook Pro,North America,United States,Los Angeles,Mobile,Existing Customers,252.72,279.22,17.46,18.13,8.42,18068,14528,0,729,307,267,11,27,1,1,0,1,1800.2,0,0,0,0,0,USD,Retail Partner Feed,retail_partner_feed_20250821.csv,BATCH-RETA-20250821-02,2025-08-22 04:21:00
REC0019211,2024-08-12,CMP0055,Apple Music Customer Retention 2024 Wave 55,Customer Retention,Completed,Retail Promotion,Retail Partner,Retail Display,Apple Music,Apple Music Individual,North America,Canada,Vancouver,Mobile,Students,51.17,117.84,9.79,6.42,2.63,9454,7930,0,326,148,105,8,4,1,1,0,1,96.28,0,0,0,0,0,USD,Retail Partner Feed,retail_partner_feed_20240812.csv,BATCH-RETA-20240812-02,2024-08-13 05:21:00
REC0030925,2026-04-07,CMP0087,Accessories Product Launch 2025 Wave 87,Product Launch,Completed,Facebook,Meta Ads Manager,Static Image,Accessories,Cases and Covers,Europe,Germany,Hamburg,Mobile,Students,354.26,376.47,20.13,20.8,14.26,46559,31476,0,887,669,479,22,35,1,0,1,1,53.38,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20260407.csv,BATCH-META-20260407-01,2026-04-08 05:44:00
REC0018419,2026-05-30,CMP0052,iPad Website Traffic 2025 Wave 52,Website Traffic,Completed,LinkedIn,LinkedIn Campaign Manager,Carousel,iPad,iPad Pro,Europe,Spain,Madrid,Tablet,New Technology Buyers,139.2,180.35,7.13,20.41,6.24,7088,4171,0,137,94,85,5,6,2,1,1,2,1704.39,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20260530.csv,BATCH-ECOM-20260530-02,2026-05-31 01:40:00
REC0002578,2024-10-13,CMP0008,Mac Product Launch 2024 Wave 08,Product Launch,Completed,Organic Social,Internal Email Platform,Short Video,Mac,MacBook Pro,North America,United States,Chicago,Desktop,Premium Customers,74.83,84.64,4.77,6.77,1.07,76075,58205,53342,4269,2383,1822,97,155,0,0,0,0,0.0,0,0,0,0,0,USD,CRM Export,crm_export_20241013.csv,BATCH-CRME-20241013-01,2024-10-14 03:20:00
REC0015332,2025-03-29,CMP0044,Apple Fitness+ Service Subscription 2024 Wave 44,Service Subscription,Completed,X,Affiliate Network,Sponsored Post,Apple Fitness+,Apple Fitness+ Subscription,Europe,United Kingdom,Birmingham,Mobile,Young Professionals,53.64,45.72,2.3,2.71,1.33,8543,7524,0,178,80,58,1,5,0,0,0,0,0.0,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250329.csv,BATCH-AFFI-20250329-02,2025-03-30 05:25:00
REC0015693,2024-11-01,CMP0045,Apple Music App Engagement 2024 Wave 45,App Engagement,Active,Google Search,Google Ads,Search Ad,Apple Music,Apple Music Family,Asia Pacific,Australia,Melbourne,Desktop,Price-Sensitive Customers,113.76,118.08,10.43,8.39,4.0,6560,4781,0,573,263,216,6,16,2,2,0,2,16.21,0,0,0,0,0,USD,Google Ads API,google_ads_api_20241101.csv,BATCH-GOOG-20241101-03,2024-11-02 05:16:00
REC0005020,2025-03-28,CMP0014,iPad Website Traffic 2024 Wave 14,Website Traffic,Completed,Facebook,Meta Ads Manager,Short Video,iPad,iPad,Asia Pacific,India,Delhi,Mobile,Students,192.18,213.39,18.06,16.98,4.98,21814,17756,13982,662,325,258,9,18,0,0,0,0,0.0,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20250328.csv,BATCH-META-20250328-01,2025-03-29 02:52:00
REC0016915,2025-12-14,CMP0048,iPad Online Sales 2025 Wave 48,Online Sales,Completed,Google Search,Google Ads,Search Ad,iPad,iPad,Europe,Germany,Berlin,Mobile,Price-Sensitive Customers,342.79,289.27,18.96,29.99,8.75,17763,14798,0,2101,824,617,44,52,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20251214.csv,BATCH-GOOG-20251214-01,2025-12-15 01:47:00
REC0007753,2025-11-22,CMP0022,Accessories Product Launch 2025 Wave 22,Product Launch,Completed,Google Display,Google Ads,Static Image,Accessories,Cases and Covers,Europe,Spain,Madrid,Mobile,Existing Customers,687.86,681.53,52.48,70.37,9.35,107299,84298,0,1146,793,618,12,61,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20251122.csv,BATCH-GOOG-20251122-01,2025-11-23 05:01:00
REC0031015,2024-11-25,CMP0088,AppleCare+ Cross-Sell 2024 Wave 88,Cross-Sell,Completed,LinkedIn,LinkedIn Campaign Manager,Sponsored Post,AppleCare+,AppleCare+ Protection,Latin America,Mexico,Mexico City,Mobile,Service Subscribers,78.69,223.78,13.72,22.59,4.87,8906,5419,0,219,99,87,4,7,4,4,0,4,487.99,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20241125.csv,BATCH-ECOM-20241125-01,2024-11-26 01:54:00
REC0018870,2025-01-31,CMP0054,AirPods Online Sales 2025 Wave 54,Online Sales,Completed,Affiliate Marketing,Affiliate Network,Sponsored Post,AirPods,AirPods Pro,Europe,France,Lyon,Mobile,High-Value Customers,74.83,86.74,4.43,7.31,2.73,9771,6847,0,493,243,180,7,14,0,0,0,0,0.0,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250131.csv,BATCH-AFFI-20250131-03,2025-02-01 02:33:00
REC0028781,2024-08-26,CMP0082,Apple Watch Online Sales 2024 Wave 82,Online Sales,Completed,YouTube,YouTube Ads,Long Video,Apple Watch,Apple Watch,Middle East and Africa,Saudi Arabia,Riyadh,Mobile,Price-Sensitive Customers,212.44,213.27,17.43,18.67,5.04,23468,16938,13726,699,341,278,20,10,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20240826.csv,BATCH-GOOG-20240826-02,2024-08-27 05:39:00
REC0006751,2025-10-05,CMP0019,AppleCare+ Upsell 2024 Wave 19,Upsell,Completed,YouTube,YouTube Ads,Long Video,AppleCare+,AppleCare+ Protection,Asia Pacific,South Korea,Busan,Mobile,High-Value Customers,157.64,179.43,6.49,8.82,6.49,15573,11332,8142,702,277,243,14,10,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20251005.csv,BATCH-GOOG-20251005-01,2025-10-06 03:25:00
REC0009074,2026-03-11,CMP0026,AppleCare+ Service Subscription 2025 Wave 26,Service Subscription,Completed,X,Affiliate Network,Sponsored Post,AppleCare+,AppleCare+ Protection,Asia Pacific,India,Bengaluru,Desktop,Price-Sensitive Customers,75.93,79.18,6.49,7.5,1.64,13658,9423,0,299,151,130,7,10,1,1,0,1,98.07,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20260311.csv,BATCH-AFFI-20260311-02,2026-03-12 01:45:00
REC0011864,2025-06-29,CMP0035,Apple Watch Brand Awareness 2025 Wave 35,Brand Awareness,Completed,Affiliate Marketing,Affiliate Network,Sponsored Post,Apple Watch,Apple Watch,Asia Pacific,South Korea,Busan,Mobile,Price-Sensitive Customers,68.26,73.57,3.46,4.82,2.71,9246,5851,0,407,256,216,7,8,0,0,0,0,0.0,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250629.csv,BATCH-AFFI-20250629-02,2025-06-30 05:16:00
REC0026140,2025-03-25,CMP0074,Apple TV+ Customer Retention 2024 Wave 74,Customer Retention,Completed,Apple Search Ads,Apple Search Ads,Search Ad,Apple TV+,Apple TV+ Subscription,Asia Pacific,South Korea,Incheon,Mobile,Price-Sensitive Customers,50.44,57.49,3.45,3.98,1.33,3771,2287,0,362,213,152,4,8,1,0,1,1,9.56,0,0,0,0,0,USD,Apple Search Ads API,apple_search_ads_api_20250325.csv,BATCH-APPL-20250325-01,2025-03-26 04:36:00
REC0010885,2024-08-01,CMP0032,AppleCare+ Service Subscription 2024 Wave 32,Service Subscription,Completed,TikTok,TikTok Ads,Sponsored Post,AppleCare+,AppleCare+ Protection,Europe,Germany,Berlin,Mobile,Business Users,119.18,115.15,6.39,9.43,3.67,20118,12164,0,630,364,282,15,17,0,0,0,0,0.0,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20240801.csv,BATCH-ECOM-20240801-01,2024-08-02 03:15:00
REC0032120,2024-12-31,CMP0091,Accessories Customer Acquisition 2024 Wave 91,Customer Acquisition,Completed,Facebook,Meta Ads Manager,Static Image,Accessories,Cases and Covers,Latin America,Brazil,Rio de Janeiro,Desktop,Business Users,209.35,218.72,14.92,17.86,3.88,29560,20000,0,860,478,428,13,40,5,5,0,6,238.39,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20241231.csv,BATCH-META-20241231-02,2025-01-01 04:58:00
REC0016065,2025-11-20,CMP0046,iPhone Product Launch 2025 Wave 46,Product Launch,Completed,Apple Search Ads,Apple Search Ads,Search Ad,iPhone,iPhone Pro,Europe,Germany,Berlin,Mobile,Creative Professionals,1114.59,1361.66,62.69,153.94,39.65,66753,47149,0,6745,3433,2678,57,243,0,0,0,0,0.0,0,0,0,0,0,USD,Apple Search Ads API,apple_search_ads_api_20251120.csv,BATCH-APPL-20251120-03,2025-11-21 03:42:00
REC0005550,2025-07-14,CMP0016,Mac Website Traffic 2025 Wave 16,Website Traffic,Completed,Retail Promotion,Retail Partner,Retail Display,Mac,MacBook Pro,North America,United States,Los Angeles,Desktop,Existing Customers,313.14,293.57,11.43,21.0,7.79,20313,12506,,305,230,174,4,13,1,0,1,1,1866.92,0,0,0,0,0,USD,Retail Partner Feed,retail_partner_feed_20250714.csv,BATCH-RETA-20250714-03,2025-07-15 02:34:00
REC0024563,2025-08-03,CMP0070,Mac Product Launch 2025 Wave 70,Product Launch,Completed,Email Marketing,Internal Email Platform,Email Newsletter,Mac,MacBook Air,Asia Pacific,South Korea,Seoul,Connected TV,Young Professionals,189.55,179.36,6.93,19.53,3.1,58762,45654,0,6362,2425,1886,42,134,2,2,0,2,2023.49,62185,60623,26371,2425,38,USD,Email Marketing Platform,email_marketing_platform_20250803.csv,BATCH-EMAI-20250803-02,2025-08-04 03:49:00
REC0014574,2024-12-07,CMP0042,Mac Website Traffic 2024 Wave 42,Website Traffic,Active,X,Affiliate Network,Static Image,Mac,MacBook Pro,Asia Pacific,Japan,Osaka,Mobile,Creative Professionals,131.39,108.99,8.87,11.9,2.05,21440,17605,0,538,284,218,15,18,3,3,0,3,5010.96,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20241207.csv,BATCH-AFFI-20241207-03,2024-12-08 03:07:00
REC0030235,2026-02-14,CMP0085,Apple TV+ Service Subscription 2025 Wave 85,Service Subscription,Completed,TikTok,TikTok Ads,Sponsored Post,Apple TV+,Apple TV+ Subscription,North America,United States,New York,Mobile,Students,84.54,77.18,4.49,5.6,2.48,12685,8192,0,457,355,282,13,19,2,0,2,2,19.61,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20260214.csv,BATCH-ECOM-20260214-01,2026-02-15 05:55:00
REC0009454,2026-04-06,CMP0027,Apple Fitness+ Upsell 2025 Wave 27,Upsell,Completed,Facebook,Meta Ads Manager,Static Image,Apple Fitness+,Apple Fitness+ Subscription,North America,United States,Austin,Mobile,Unknown,43.09,40.28,2.31,2.41,0.74,4924,4190,0,120,89,77,5,7,2,0,2,2,19.47,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20260406.csv,BATCH-META-20260406-01,2026-04-07 05:07:00
REC0015242,2024-12-29,CMP0044,Apple Fitness+ Service Subscription 2024 Wave 44,Service Subscription,Completed,X,Affiliate Network,Sponsored Post,Apple Fitness+,Apple Fitness+ Subscription,Europe,United Kingdom,Birmingham,Mobile,Young Professionals,64.12,72.32,4.05,4.55,1.81,11993,10476,0,362,143,110,6,8,1,1,0,1,0.0,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20241229.csv,BATCH-AFFI-20241229-02,2024-12-30 04:31:00
REC0014178,2025-08-24,CMP0041,Apple Arcade Online Sales 2025 Wave 41,Online Sales,Planned,Facebook,Meta Ads Manager,Static Image,Apple Arcade,Apple Arcade Subscription,Europe,Spain,Madrid,Tablet,Existing Customers,104.91,118.44,5.12,5.84,3.23,14459,11425,0,378,285,216,5,9,1,0,1,1,6.57,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20250824.csv,BATCH-META-20250824-03,2025-08-25 05:29:00
REC0008674,2026-03-05,CMP0025,iPhone Customer Acquisition 2025 Wave 25,Customer Acquisition,Completed,Google Search,Google Ads,Search Ad,iPhone,iPhone Standard,Asia Pacific,South Korea,Seoul,Desktop,Premium Customers,189.29,191.05,6.84,11.08,3.41,12662,7663,0,1307,670,555,19,53,2,2,0,2,1451.08,0,0,0,0,0,USD,Google Ads API,google_ads_api_20260305.csv,BATCH-GOOG-20260305-01,2026-03-06 02:51:00
REC0009053,2026-02-18,CMP0026,AppleCare+ Service Subscription 2025 Wave 26,Service Subscription,Completed,X,Affiliate Network,Sponsored Post,AppleCare+,AppleCare+ Protection,Asia Pacific,India,Bengaluru,Connected TV,Price-Sensitive Customers,63.42,68.23,5.09,5.16,2.24,13734,11378,0,487,195,164,7,13,2,0,2,2,212.33,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20260218.csv,BATCH-AFFI-20260218-02,2026-02-19 02:26:00
REC0008461,2026-05-30,CMP0024,Mac Holiday Promotion 2025 Wave 24,Holiday Promotion,Completed,Email Marketing,Internal Email Platform,Email Newsletter,Mac,MacBook Air,Asia Pacific,India,Mumbai,Desktop,Students,60.84,66.73,2.36,3.03,1.23,22518,16440,0,2131,877,623,14,66,2,1,1,2,1595.94,23408,22829,7772,877,53,USD,Email Marketing Platform,email_marketing_platform_20260530.csv,BATCH-EMAI-20260530-01,2026-05-31 03:01:00
REC0022553,2025-08-31,CMP0064,Apple Music Cross-Sell 2024 Wave 64,Cross-Sell,Completed,Affiliate Marketing,Affiliate Network,Display Banner,Apple Music,Apple Music Individual,Asia Pacific,South Korea,Seoul,Mobile,Young Professionals,19.35,20.59,1.2,2.3,0.48,2076,1244,0,147,67,59,4,5,1,0,1,1,9.6,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250831.csv,BATCH-AFFI-20250831-02,2025-09-01 03:34:00
REC0020250,2026-04-22,CMP0057,iPad Lead Generation 2025 Wave 57,Lead Generation,Completed,YouTube,YouTube Ads,Short Video,iPad,iPad Air,Asia Pacific,South Korea,Incheon,Mobile,Service Subscribers,209.77,1344.48,102.64,74.38,48.08,24014,19150,8976,572,241,202,30,8,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20260422.csv,BATCH-GOOG-20260422-03,2026-04-23 04:00:00
REC0000669,2025-07-06,CMP0002,iPad Product Launch 2024 Wave 02,Product Launch,Completed,Influencer Marketing,Affiliate Network,Sponsored Post,iPad,iPad Pro,Asia Pacific,Australia,Melbourne,Mobile,High-Value Customers,666.78,572.2,32.7,44.27,16.89,54147,41275,0,2627,1029,761,57,44,1,1,0,1,855.94,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250706.csv,BATCH-AFFI-20250706-03,2025-07-07 01:23:00
